address,name,body_size,prior_level,verdict,verdict_tag,port_location,evidence,source,audit_date
00449b59,__getLinkerVersion,44,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT helper reading PE optional-header MajorLinkerVersion via GetModuleHandleA(NULL); toolchain init, not part of port surface",AGENT,2026-05-24
00449b86,__heap_init,327,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT heap-selector parsing __MSVCRT_HEAP_SELECT env var and GetVersionExA; selects small-block heap mode — port uses MinGW CRT",AGENT,2026-05-24
00449cce,InitProcessHeap,92,3,NOT_PORTED,MINGW_CRT,,"MSVC CRT process heap init (HeapCreate + __sbh_heap_init/__sbh_new_region); orig Ghidra comment + main.c:934 explicitly tag ARCH-DIVERGENCE: LIBC",AGENT,2026-05-24
0044e3c2,__frnd,17,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FP-round helper in orig 0x0044e000+ range; no port references; MinGW CRT provides equivalent",AGENT,2026-05-24
0044e3d4,_ldexp,40,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT ldexp impl in orig 0x0044e000+ range; no port references; MinGW CRT provides ldexp",AGENT,2026-05-24
0044e3fd,_fpclass,89,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _fpclass impl in orig 0x0044e000+ range; no port references; MinGW CRT provides equivalent",AGENT,2026-05-24
0044e457,_frexp,192,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT frexp impl in orig 0x0044e000+ range; no port references; MinGW CRT provides frexp",AGENT,2026-05-24
0044e518,_statusfp,13,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _statusfp impl in orig 0x0044e000+ range; no port references; MinGW CRT provides equivalent",AGENT,2026-05-24
0044ae10,_fputc,279,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT fputc embedded in orig (FILE _flag/_cnt/_ptr/_base bitfield logic + __getbuf/_write/_lseek/_isatty); port links MinGW CRT, no source-port equivalent",AGENT,2026-05-24
0044af28,_output,1824,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT printf core (_output): %d/%s/%x/%c/%n/%S/%Z/%I64 format machine with __va_arg_int/__aullrem/__aulldiv/_wctomb; port links MinGW CRT, no port equivalent",AGENT,2026-05-24
0044b669,_write_char,52,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _output helper: decrements FILE _cnt and calls _fputc on underflow; port links MinGW CRT, no port equivalent",AGENT,2026-05-24
0044b69e,_write_multi_char,48,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _output helper: loops _write_char N times until error; port links MinGW CRT, no port equivalent",AGENT,2026-05-24
0044b6cf,_write_string,55,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _output helper: loops _write_char over string for N bytes; port links MinGW CRT, no port equivalent",AGENT,2026-05-24
0044c924,_strnlen,42,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _strnlen stub in orig binary; port links MinGW CRT which provides its own strnlen — no port-side source equivalent",AGENT,2026-05-24
0044c94f,__isctype,116,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT __isctype stub (calls __crtGetStringTypeA) in orig binary; port uses MinGW CRT equivalent",AGENT,2026-05-24
0044c9c4,_dosmaperr,114,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _dosmaperr stub mapping DOS error codes to errno via DAT_0047d8f8 table; port uses MinGW CRT",AGENT,2026-05-24
0044ca37,_errno,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _errno stub — returns &_getptd()->_terrno; port uses MinGW CRT errno",AGENT,2026-05-24
0044ca40,__doserrno,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT __doserrno stub — returns &_getptd()->_tdoserrno; port uses MinGW CRT",AGENT,2026-05-24
0044f318,__ld12tof,21,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT long double to float conversion stub at 0x0044f318 in orig binary; port links MinGW CRT (no port equivalent needed)",AGENT,2026-05-24
0044f32e,__atodbl,44,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT ASCII to double conversion stub at 0x0044f32e in orig binary; port links MinGW CRT",AGENT,2026-05-24
0044f35b,__atoflt,44,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT ASCII to float conversion stub at 0x0044f35b in orig binary; port links MinGW CRT",AGENT,2026-05-24
0044f388,__cftoe,118,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT float to E-format string conversion stub at 0x0044f388 in orig binary; port links MinGW CRT",AGENT,2026-05-24
0044f3ff,__fltout,91,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT float output helper stub at 0x0044f3ff in orig binary; port links MinGW CRT",AGENT,2026-05-24
0044b707,__va_arg_int,12,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT stdarg helper embedded in orig at 0x0044b707; not disassembled as function in Ghidra; no port reference; port uses MinGW CRT stdarg.h",AGENT,2026-05-24
0044b714,__va_arg_double,15,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT stdarg helper at 0x0044b714; not disassembled as function in Ghidra; no port reference; port uses MinGW CRT stdarg.h",AGENT,2026-05-24
0044b724,__va_arg_short,13,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT stdarg helper at 0x0044b724; not disassembled as function in Ghidra; no port reference; port uses MinGW CRT stdarg.h",AGENT,2026-05-24
0044b7ee,_lock_file,46,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FILE* thread-lock helper at 0x0044b7ee; not disassembled as function in Ghidra; no port reference; port relies on MinGW CRT internal locking",AGENT,2026-05-24
0044b81d,_lock_stream,34,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT stream lock helper at 0x0044b81d; not disassembled as function in Ghidra; no port reference; port relies on MinGW CRT internal locking",AGENT,2026-05-24
0044d87c,_setmbcp,428,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _setmbcp (codepage/MBCS setup, GetCPInfo + __codepage_from_lcid); port links MinGW CRT — no port equivalent",AGENT,2026-05-24
0044da29,___get_codepage,73,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal: maps -2/-3/-4 sentinels to GetOEMCP/GetACP/DAT_004cf0a8; port uses MinGW CRT",AGENT,2026-05-24
0044da73,__codepage_from_lcid,50,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal LCID→codepage table (0x3a4→0x411 etc); port uses MinGW CRT",AGENT,2026-05-24
0044daa6,___initctype,40,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal ctype table zero-init (DAT_004cfac0 0x101 bytes + state globals); port uses MinGW CRT",AGENT,2026-05-24
0044dacf,___initctype_impl,388,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal ctype-table populator via __crtGetStringTypeA/__crtLCMapStringA; port uses MinGW CRT",AGENT,2026-05-24
0044e526,_clearfp_nw,14,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FPU helper at 0x0044e526 (reads FPU status word); port links MinGW CRT, no per-function port equivalent",AGENT,2026-05-24
0044e535,__ctrlfp,34,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FPU helper at 0x0044e535 (reads FPU control word); port uses MinGW CRT + _controlfp in main.c for FPU PC=64",AGENT,2026-05-24
0044e558,_fpreset,85,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _fpreset stub at 0x0044e558 (empty body in orig); port links MinGW CRT _fpreset",AGENT,2026-05-24
0044e5ae,_tolower,110,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _tolower at 0x0044e5ae (locale-aware with _lock/_unlock branches); port uses MinGW libc tolower (td5_trace.c:131-132)",AGENT,2026-05-24
0044e61d,_tolower_nolock,202,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _tolower_nolock at 0x0044e61d (LCMapStringA-based); MinGW CRT supplies equivalent, no port surface",AGENT,2026-05-24
0044e9d8,_setenvp,184,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal at 0x0044e9d8 builds _environ[] from env strings via _malloc/_strlen/_strcpy + __amsg_exit; port links MinGW CRT which provides equivalent setup",AGENT,2026-05-24
0044ea91,_setargv,152,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal at 0x0044ea91 calls GetModuleFileNameA + _parse_cmdline to build __argv/__argc; port links MinGW CRT which provides equivalent argv setup",AGENT,2026-05-24
0044eb2a,_parse_cmdline,435,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal at 0x0044eb2a; quoted-arg tokenizer with backslash-escape semantics used by _setargv; port relies on MinGW CRT _setargv equivalent",AGENT,2026-05-24
0044ecde,_crt_setenv,305,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal at 0x0044ecde; GetEnvironmentStringsW/A + WideCharToMultiByte to build env block; port uses MinGW CRT env initialization",AGENT,2026-05-24
0044ee10,_cexit,56,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal at 0x0044ee10; __initterm(0xfc/0xff) atexit dispatch + DAT_004cf200 hook; port uses MinGW CRT _cexit equivalent",AGENT,2026-05-24
0044ee49,__initterm,338,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT init list walker w/ __crtMessageBoxA Runtime Error path (range 0x0044e000+); port uses MinGW CRT startup, no port site",AGENT,2026-05-24
0044ef9c,__IsZeroMan,72,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 96-bit mantissa helper (used by printf %f/%g formatting); MinGW CRT supplies equivalent, no port site",AGENT,2026-05-24
0044efe5,__IncMan,85,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 96-bit mantissa increment helper (uses __addl); MinGW CRT supplies equivalent, no port site",AGENT,2026-05-24
0044f03b,__RoundMan,139,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 96-bit mantissa rounding helper (calls __IsZeroMan/__IncMan); MinGW CRT supplies equivalent, no port site",AGENT,2026-05-24
0044f0c7,__CopyMan,26,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 3-dword mantissa copy helper; MinGW CRT supplies equivalent, no port site",AGENT,2026-05-24
0044ca49,_input,2596,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _input (scanf input parser) embedded in orig at 0x0044ca49 in 0x00448000+ CRT range; port links against MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044d46e,_toupper_lk,54,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _toupper_lk (locale-aware uppercase) embedded in orig at 0x0044d46e in 0x00448000+ CRT range; port links against MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044d4a5,_fgetc,25,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _fgetc stdio wrapper embedded in orig at 0x0044d4a5 in 0x00448000+ CRT range; port links against MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044d4bf,_ungetc,22,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _ungetc stdio wrapper embedded in orig at 0x0044d4bf in 0x00448000+ CRT range; port links against MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044d4d6,_fgetc_unlocked,35,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _fgetc_unlocked (lock-free stdio) embedded in orig at 0x0044d4d6 in 0x00448000+ CRT range; port links against MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044e7e5,__unlock_fh_init,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT stub in orig calling _unlock(0xd) file-handle mutex; port links MinGW CRT, no port equivalent",AGENT,2026-05-24
0044e7ee,__initterm_real,25,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT init-table walker (calls fn pointers between param_1 and param_2); port uses MinGW CRT startup",AGENT,2026-05-24
0044e808,_xcptfilter,317,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT structured-exception filter using _getptd + UnhandledExceptionFilter + FP exception code translation table; port uses MinGW CRT",AGENT,2026-05-24
0044e946,__XcptActTab_lookup,57,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT exception-action-table linear search helper used by _xcptfilter; port uses MinGW CRT equivalent",AGENT,2026-05-24
0044e980,_pgmptr_init,87,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT command-line/pgmptr parser (quoted+ctrl-char handling) calling ___initmbctable/_iscntrl; port uses MinGW CRT",AGENT,2026-05-24
0044e0a9,_fpieee_flt,534,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT IEEE 754 floating-point exception filter (_fpieee_flt) embedded in orig at 0x0044e0a9; undefined in Ghidra DB; no port reference; port links MinGW CRT",AGENT,2026-05-24
0044e2c0,__raise_exc,135,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT IEEE exception raise helper for _fpieee_flt at 0x0044e2c0; undefined in Ghidra DB; no port reference",AGENT,2026-05-24
0044e348,__set_errno_from_matherr,39,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT helper mapping matherr return to errno at 0x0044e348; undefined in Ghidra DB; no port reference",AGENT,2026-05-24
0044e370,__get_fname,36,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT helper returning math function name string at 0x0044e370; undefined in Ghidra DB; no port reference",AGENT,2026-05-24
0044e395,__abstract_sw,44,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT helper abstracting FPU status word for IEEE exception filter at 0x0044e395; undefined in Ghidra DB; no port reference",AGENT,2026-05-24
0044dc54,___initmbctable,27,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT multibyte char-class table initializer in orig 0x0044d*** CRT region; port links MinGW CRT, no source port equivalent",AGENT,2026-05-24
0044dc70,_mbsncpy,153,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT multibyte strncpy helper used by _splitpath et al; port uses MinGW CRT, no source port equivalent",AGENT,2026-05-24
0044dd0a,__raise_exc_single,83,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FPU exception raise helper; port uses MinGW CRT, no source port equivalent",AGENT,2026-05-24
0044dd5e,__handle_fp_exc,151,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT FPU exception dispatcher (used by _ceil/IEEE754 helpers per batch_109); port uses MinGW CRT, no source port equivalent",AGENT,2026-05-24
0044ddf6,__build_exc_record,690,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT exception-record constructor for FPU exception machinery; port uses MinGW CRT, no source port equivalent",AGENT,2026-05-24
0044d500,_strlen,122,0,NOT_PORTED,MINGW_CRT,,"orig 0x0044d500 Ghidra-tagged 'Library Function - Single Match _strlen Visual Studio 1998'; MSVC CRT entry, port uses MinGW CRT; zero port refs",AGENT,2026-05-24
0044d57b,_ioinit,443,0,NOT_PORTED,MINGW_CRT,,"orig 0x0044d57b MSVC CRT _ioinit (FD table @ DAT_004cfbe0, GetStartupInfoA inherited handles, SetHandleCount); port uses MinGW CRT; zero port refs",AGENT,2026-05-24
0044d737,_lseek,100,0,NOT_PORTED,MINGW_CRT,,"orig 0x0044d737 MSVC CRT _lseek wrapper (_lock_fh/_unlock_fh/_errno/__doserrno); port uses MinGW CRT; zero port refs",AGENT,2026-05-24
0044d79c,_lseek_nolock,114,0,NOT_PORTED,MINGW_CRT,,"orig 0x0044d79c MSVC CRT _lseek_nolock (_get_osfhandle/SetFilePointer/_dosmaperr); port uses MinGW CRT; zero port refs",AGENT,2026-05-24
0044d80f,_mbsdec,108,0,NOT_PORTED,MINGW_CRT,,"orig 0x0044d80f MSVC CRT _mbsdec (MBCS lead-byte table @ DAT_004cfac0, _lock(0x19)); port uses MinGW CRT; zero port refs",AGENT,2026-05-24
0044f0e2,__ZeroTail,11,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _LDBL12 helper at 0x0044f0e2; zeroes 3 dwords. Port links MinGW CRT; no equivalent needed",AGENT,2026-05-24
0044f0ee,__IsZeroTail,26,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _LDBL12 helper at 0x0044f0ee; checks 3 dwords zero. Port links MinGW CRT; no equivalent needed",AGENT,2026-05-24
0044f109,__ShrTail,140,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _LDBL12 shift-right helper at 0x0044f109; multi-word shift used by __ld12cvt. Port links MinGW CRT",AGENT,2026-05-24
0044f196,__ld12cvt,363,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal long-double to float/double convert at 0x0044f196 (uses _LDBL12/_CRT_DOUBLE). Port links MinGW CRT",AGENT,2026-05-24
0044f302,__ld12tod,21,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _LDBL12 to _CRT_DOUBLE wrapper at 0x0044f302 calling __ld12cvt. Port links MinGW CRT",AGENT,2026-05-24
0044e6e8,_cinit,44,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT entry at orig 0x0044e6e8 calling __fpmath_init ptr + __initterm_real on .CRT$XI*/.CRT$XC* arrays; port links MinGW CRT (no port equivalent)",AGENT,2026-05-24
0044e715,_exit,16,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _exit at orig 0x0044e715 thunks to _doexit(code,0,0); port uses MinGW exit",AGENT,2026-05-24
0044e726,__exit,16,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT __exit at orig 0x0044e726 (Ghidra-tagged Visual Studio 2003 Release) thunks to _doexit(code,1,0); port uses MinGW _Exit",AGENT,2026-05-24
0044e737,_doexit,162,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _doexit at orig 0x0044e737 walks .CRT$XP*/.CRT$XT* atexit arrays + TerminateProcess/ExitProcess; port uses MinGW CRT exit chain",AGENT,2026-05-24
0044e7dc,__lock_fh_init,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT __lock_fh_init at orig 0x0044e7dc calls _lock(0xd) for file-handle init lock; port uses MinGW CRT locking",AGENT,2026-05-24
0044f45b,__dtold12,181,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT long-double-to-12-byte conversion helper in orig 0x0044f000+ range; not disassembled as function in Ghidra; no port references found; provided by MinGW CRT",AGENT,2026-05-24
0044f520,_memset,87,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT memset in orig 0x0044f000+ range; not disassembled as function in Ghidra; port uses MinGW CRT memset",AGENT,2026-05-24
0044f580,_memcpy,820,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT memcpy in orig 0x0044f000+ range; not disassembled as function in Ghidra; port uses MinGW CRT memcpy",AGENT,2026-05-24
0044f8b5,__amsg_exit_nomem,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT out-of-memory exit helper in orig 0x0044f000+ range; not disassembled as function in Ghidra; port uses MinGW CRT",AGENT,2026-05-24
0044f8be,_calloc,316,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT calloc in orig 0x0044f000+ range; not disassembled as function in Ghidra; port uses MinGW CRT calloc",AGENT,2026-05-24
0044f957,__unlock_fh_9,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal __unlock_fh helper in orig 0x0044f000+ region; no Ghidra function defined (raw data bytes); port links MinGW CRT instead",AGENT,2026-05-24
0044f9e0,__unlock_fh_9b,8,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal __unlock_fh helper variant in orig 0x0044f000+ region; not analyzed by Ghidra; port uses MinGW CRT equivalents",AGENT,2026-05-24
0044f9fb,_strtol,22,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strtol wrapper at orig 0x0044f9fb (calls _strtoxl); port uses MinGW CRT strtol; no port equivalent and no xrefs in td5mod/",AGENT,2026-05-24
0044fa12,_strtoxl,516,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _strtoxl numeric-parse core at orig 0x0044fa12; toolchain-provided in orig; port links MinGW CRT; no port code references",AGENT,2026-05-24
0044fc30,_strchr,203,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strchr implementation at orig 0x0044fc30; toolchain-provided in orig; port uses MinGW CRT strchr; no port references found",AGENT,2026-05-24
0044fea0,__aulldiv,103,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 64-bit unsigned divide helper at 0x44fea0; Ghidra has no function defined (raw 0x53 push ebx prologue). Port links MinGW CRT which supplies its own __aulldiv equivalent",AGENT,2026-05-24
0044ff10,__aullrem,116,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 64-bit unsigned modulo helper at 0x44ff10; Ghidra has no function defined. Port links MinGW CRT which supplies its own __aullrem equivalent",AGENT,2026-05-24
00450006,_alloc_osfhnd,290,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal file-handle table helper at 0x450006 (raw 0x51 push ecx prologue); not analyzed as function in Ghidra. Port uses MinGW CRT stdio; no port surface",AGENT,2026-05-24
00450129,_set_osfhnd,123,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal file-handle setter at 0x450129; not analyzed as function in Ghidra. Port uses MinGW CRT stdio; no port surface",AGENT,2026-05-24
004501a5,_free_osfhnd,126,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal file-handle freer at 0x4501a5; not analyzed as function in Ghidra. Port uses MinGW CRT stdio; no port surface",AGENT,2026-05-24
00450224,_get_osfhandle,65,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _get_osfhandle stub at 0x00450224; reads file-handle table DAT_004cfbe0/DAT_004cfce0. Port links MinGW CRT — no port equivalent.",AGENT,2026-05-24
00450266,_lock_fh,94,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _lock_fh stub at 0x00450266; per-fh critical-section init via _lock(0x11)/InitializeCriticalSection. Port links MinGW CRT.",AGENT,2026-05-24
004502c5,_unlock_fh,33,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _unlock_fh stub at 0x004502c5; LeaveCriticalSection on per-fh table entry +0xc. Port links MinGW CRT.",AGENT,2026-05-24
004502e7,_commit,146,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _commit stub at 0x004502e7; FlushFileBuffers wrapper with _lock_fh/_unlock_fh + _errno/__doserrno error path. Port links MinGW CRT.",AGENT,2026-05-24
0045037a,_sopen,718,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _sopen stub at 0x0045037a; CreateFileA wrapper with O_*/SH_* flag translation + _alloc_osfhnd/_set_osfhnd table mgmt. Port links MinGW CRT.",AGENT,2026-05-24
0044fcf0,_strstr,127,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strstr embedded in orig binary at .text 0x0044fcf0; port links against MinGW CRT providing strstr — no port-side source",AGENT,2026-05-24
0044fd70,__getbuf,67,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT internal stdio buffer helper at .text 0x0044fd70; port uses MinGW CRT stdio; no port-side equivalent",AGENT,2026-05-24
0044fdb4,_isatty,40,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT isatty at .text 0x0044fdb4; port uses MinGW CRT isatty; no port-side source",AGENT,2026-05-24
0044fddd,_wctomb,88,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT wctomb wrapper at .text 0x0044fddd; port uses MinGW CRT wctomb; no port-side equivalent",AGENT,2026-05-24
0044fe36,_wctomb_nolock,104,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _wctomb_nolock internal at .text 0x0044fe36; port uses MinGW CRT; no port-side equivalent",AGENT,2026-05-24
004506e0,_strncpy,253,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strncpy (VS1998 Library Function); port links MinGW libc strncpy via STDLIB_INLINE/MINGW_CRT — no port file references 0x004506e0",AGENT,2026-05-24
004507e0,_strcspn,61,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strcspn bitmap variant; port links MinGW libc strcspn — no port equivalent at 0x004507e0",AGENT,2026-05-24
00450820,_strpbrk,57,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT strpbrk bitmap variant; port links MinGW libc strpbrk — no port equivalent at 0x00450820",AGENT,2026-05-24
0045085a,__crtGetStringTypeA,328,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT locale helper wrapping GetStringTypeW/A + MultiByteToWideChar with SEH; port uses MinGW CRT locale layer — no port equivalent",AGENT,2026-05-24
004509a3,_mbtowc,92,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT mbtowc wrapper around _mbtowc_nolock with _lock(0x13)/InterlockedIncrement gate; port uses MinGW CRT mbtowc — no port equivalent",AGENT,2026-05-24
00450b90,_iscntrl,16,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _iscntrl in orig 0x00450b90 calls __chval(c,0,4); port links MinGW CRT, no source-port equivalent",AGENT,2026-05-24
00450ba1,__chval,48,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT ctype helper at orig 0x00450ba1 (reads DAT_004cfac0+DAT_0047d6e6 ctype tables); port uses MinGW CRT",AGENT,2026-05-24
00450bd2,__crtMessageBoxA,136,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT user32.dll dynamic loader+MessageBoxA wrapper at orig 0x00450bd2; port links MinGW CRT (uses MessageBoxA directly)",AGENT,2026-05-24
00450c5b,__addl,32,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 32-bit add-with-carry helper at orig 0x00450c5b; port uses MinGW CRT __builtin equivalents",AGENT,2026-05-24
00450c7c,___add_12,93,0,NOT_PORTED,MINGW_CRT,,"Ghidra-tagged VS2003 lib function ___add_12 (96-bit add via __addl) at orig 0x00450c7c; MinGW CRT replacement, no port",AGENT,2026-05-24
00451a10,OpenWavStream,408,3,NOT_PORTED,FMV_STUB,td5_fmv.c:973,"orig 0x451a10 mmioOpenA + RIFF parse + WAVEFORMATEX setup; port td5_fmv.c is FMV stub (EA TGQ codec collapse) - no playback",AGENT,2026-05-24
00451bb0,SkipRIFFHeaders,436,3,NOT_PORTED,FMV_STUB,td5_fmv.c:974,"orig 0x451bb0 mmioRead/mmioSeek loop skipping SEAD/SCHl/S1Nh FourCC headers; folded into td5_fmv.c FMV stub",AGENT,2026-05-24
00451d70,ReadAndDispatchChunk,1063,3,NOT_PORTED,FMV_STUB,td5_fmv.c:975,"orig 0x451d70 FourCC dispatch (MADe/MADk/MADm/VGTf/VGTk/VQIp etc.) to FillVideoRingBuffer + audio decoders; folded into FMV stub",AGENT,2026-05-24
004521a0,FillVideoRingBuffer,221,3,NOT_PORTED,FMV_STUB,td5_fmv.c:976,"orig 0x4521a0 mmioRead + ring-buffer slot write + InterlockedIncrement counters; folded into FMV stub",AGENT,2026-05-24
00452280,ParseSimpleAudioHeader,114,3,NOT_PORTED,FMV_STUB,td5_fmv.c:977,"orig 0x452280 mmioRead + sets bits=16/channels=2/sample_rate=22050/codec=10; folded into FMV stub",AGENT,2026-05-24
00451560,_chsize,292,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _chsize at 0x00451560 calls _lseek_nolock/_write_nolock/_setmode/_errno; port links MinGW CRT, no port wrapper grep hit for _chsize",AGENT,2026-05-24
00451685,__ld12mul,543,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 12-byte long-double multiply at 0x00451685 (uses __addl/__shr_12/__shl_12 helpers); MinGW CRT replaces; no port reference",AGENT,2026-05-24
004518a5,__multtenpow12,123,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 12-byte long-double pow-of-10 helper at 0x004518a5; calls __ld12mul with table at 0x47df38/0x47e098; MinGW CRT replaces",AGENT,2026-05-24
00451921,_setmode,96,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT _setmode at 0x00451921 toggles bit 0x80 in iob entry (DAT_004cfbe0[fd>>5]+(fd&0x1f)*0x24+4); MinGW CRT replaces",AGENT,2026-05-24
00451990,OpenMultimediaStream,121,3,INTENTIONAL,FMV_STUB,td5_fmv.c:972,"EA TGQ FMV stream opener (calloc 0x668, OpenWavStream + InitStreamDirectSound + InitializeVideoDecoder); folded into td5_fmv.c stub per ARCH-DIVERGENCE: FMV",AGENT,2026-05-24
00450cda,__shl_12,45,0,NOT_PORTED,MINGW_CRT,,"MSVC CRT 96-bit left-shift helper (long double internal); port links MinGW CRT; no port equivalent",AGENT,2026-05-24
